source_genesymbol	target_genesymbol	source_uniprot	target_uniprot	source_db	source_transmembrane	source_peripheral	source_secreted	source_integrin	source_other	source_other_desc	source_Small_Molecule	target_transmembrane	target_peripheral	target_secreted	target_integrin	target_other	target_other_desc	target_Small_Molecule
IFNA2	COMPLEX:IFNAR1_IFNAR2	P01563	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA10	COMPLEX:IFNAR1_IFNAR2	P01566	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA7	COMPLEX:IFNAR1_IFNAR2	P01567	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA21	COMPLEX:IFNAR1_IFNAR2	P01568	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA5	COMPLEX:IFNAR1_IFNAR2	P01569	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA14	COMPLEX:IFNAR1_IFNAR2	P01570	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA17	COMPLEX:IFNAR1_IFNAR2	P01571	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNB1	COMPLEX:IFNAR1_IFNAR2	P01574	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNG	COMPLEX:IFNGR1_IFNGR2	P01579	COMPLEX:P15260_P38484	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL1B	ADRB2	P01584	P07550	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EPO	EPOR	P01588	P19235	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
EPO	EFNB2	P01588	P52799	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EPO	EPHB4	P01588	P54760	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CEACAM5	CD8A	P06731	P01732	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
APOA1	COMPLEX:TYROBP_TREM2	P02647	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APOE	COMPLEX:TYROBP_TREM2	P02649	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APOA2	COMPLEX:TYROBP_TREM2	P02652	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RBP4	STRA6	P02753	Q9BX79	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TTR	NGFR	P02766	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TTR	DDR1	P02766	Q08345	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TTR	AGER	P02766	Q15109	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PPBP	CXCR1	P02775	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PPBP	CXCR2	P02775	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PF4	CXCR3	P02776	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PF4	ACKR1	P02776	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL10	DPP4	P02778	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CXCL10	CXCR3	P02778	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TF	TFRC	P02787	P02786	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
HFE	TFRC	Q30201	P02786	CellPhoneDB_v4	True	False	False	False	True	HLA	na	True	False	True	False	False		na
TNFSF13B	TFRC	Q9Y275	P02786	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TF	TFR2	P02787	Q9UP52	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FTL	SCARA5	P02792	Q6ZMJ2	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
FTH1	SCARA5	P02794	Q6ZMJ2	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
TFF1	ESR1	P04155	P03372	CellPhoneDB_v4	False	False	True	False	False		na	False	True	False	False	False		na
CXCL1	ESR1	P09341	P03372	CellPhoneDB_v4	False	False	True	False	False		na	False	True	False	False	False		na
BDNF	ESR1	P23560	P03372	CellPhoneDB_v4	False	False	True	False	False		na	False	True	False	False	False		na
IL25	ESR1	Q9H293	P03372	CellPhoneDB_v4	False	False	True	False	False		na	False	True	False	False	False		na
PROC	PROCR	P04070	Q9UNN8	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
ANXA1	FPR1	P04083	P21462	CellPhoneDB_v4	False	True	True	False	False		na	True	False	False	False	False		na
ANXA1	FPR3	P04083	P25089	CellPhoneDB_v4	False	True	True	False	False		na	True	False	False	False	False		na
ANXA1	FPR2	P04083	P25090	CellPhoneDB_v4	False	True	True	False	False		na	True	False	False	False	False		na
PDGFA	PDGFRA	P04085	P16234	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN2	RXFP2	P04090	Q8WXD0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN2	RXFP1	P04090	Q9HBX9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN2	RXFP3	P04090	Q9NSD7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APOB	APOBR	P04114	Q0VD83	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APOB	COMPLEX:TYROBP_TREM2	P04114	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CSF2	NR3C1	P04141	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CSF2	CSF1R	P04141	P07333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL5	NR3C1	P05113	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CXCL8	NR3C1	P10145	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CCL2	NR3C1	P13500	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
IL10	NR3C1	P22301	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
FASLG	NR3C1	P48023	P04150	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
CCL11	NR3C1	P51671	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CCL7	NR3C1	P80098	P04150	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
TFF1	FGFR2	P04155	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TFF1	ESR2	P04155	Q92731	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
TFF1	FCRL4	P04155	Q96PJ5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APP	CD74	P05067	P04233	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
MIF	CD74	P14174	P04233	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COPA	CD74	P53621	P04233	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT1	CD36	P04628	P16671	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GPI	NTRK1	P06744	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTF3	NTRK1	P20783	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GRN	NTRK1	P28799	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NAMPT	NTRK1	P43490	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COPA	NTRK1	P53621	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AIMP1	NTRK1	Q12904	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN1	AR	P04808	P10275	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
RLN1	RXFP2	P04808	Q8WXD0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN1	RXFP1	P04808	Q9HBX9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNW1	COMPLEX:IFNAR1_IFNAR2	P05000	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA6	COMPLEX:IFNAR1_IFNAR2	P05013	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA4	COMPLEX:IFNAR1_IFNAR2	P05014	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA16	COMPLEX:IFNAR1_IFNAR2	P05015	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF1	IGF1R	P05019	P08069	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APP	FPR2	P05067	P25090	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
APP	SORL1	P05067	Q92673	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
APP	COMPLEX:TYROBP_TREM2	P05067	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
IL4	IL13RA2	P05112	Q14627	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF1	FGFR1	P05230	P11362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF1	FGFR2	P05230	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF1	FGFR4	P05230	P22455	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF1	FGFR3	P05230	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF1	TGFBR3	P05230	Q03167	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL6	HRH1	P05231	P35367	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AREG	ICAM1	P15514	P05362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SPN	ICAM1	P16150	P05362	CellPhoneDB_v4	True	False	False	False	False	FALSE	na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAL	ICAM1	COMPLEX:P05107_P20701	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAM	ICAM1	COMPLEX:P05107_P11215	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAX	ICAM1	COMPLEX:P05107_P20702	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CCK	CCKAR	P06307	P32238	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCK	CCKBR	P06307	P32239	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD58	CD2	P19256	P06729	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAM	FCER2	COMPLEX:P05107_P11215	P06734	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
COMPLEX:ITGB3_ITGAV	FCER2	COMPLEX:P05106_P06756	P06734	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
COMPLEX:ITGB2_ITGAX	FCER2	COMPLEX:P05107_P20702	P06734	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
CRH	CRHR1	P06850	P34998	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CRH	CRHR2	P06850	Q13324	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROS1	AXL	P07225	P30530	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROS1	TYRO3	P07225	Q06418	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADIPOQ	ASGR2	Q15848	P07307	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CSF1	CSF1R	P09603	P07333	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CSF3	CSF1R	P09919	P07333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL34	CSF1R	Q6ZMJ4	P07333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GRP	GRPR	P07492	P30550	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VEGFB	ADRB2	P49765	P07550	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
THBS1	CD36	P07996	P16671	CellPhoneDB_v4	False	True	False	False	False		na	True	False	False	False	False		na
NTF3	NGFR	P20783	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BDNF	NGFR	P23560	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTF4	NGFR	P34130	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL2	NGFR	P60568	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTPRC	CD22	P08575	P20273	CellPhoneDB_v4	True	False	False	False	False	FALSE	na	True	False	False	False	False		na
PTPRC	MRC1	P08575	P22897	CellPhoneDB_v4	True	False	False	False	False	FALSE	na	True	False	False	False	False		na
PTPRC	SEMA4D	P08575	Q92854	CellPhoneDB_v4	True	False	False	False	False	FALSE	na	True	False	False	False	False		na
HGF	MET	P14210	P08581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF4	FGFR1	P08620	P11362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF4	FGFR2	P08620	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF4	FGFR3	P08620	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
DDC	HTR1A	P20711	P08908	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
NMB	NMBR	P08949	P28336	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF2	FGFR1	P09038	P11362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF2	CD44	P09038	P16070	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF2	FGFR2	P09038	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF2	FGFR4	P09038	P22455	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF2	FGFR3	P09038	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF2	FGFRL1	P09038	Q8N441	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD48	CD244	P09326	Q9BZW8	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CXCL1	CXCR1	P09341	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL1	CXCR2	P09341	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL1	ACKR1	P09341	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CSF1	SLC7A1	P09603	P30825	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CSF1	SIRPA	P09603	P78324	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CSF1	CELSR3	P09603	Q9NYQ7	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
PDGFD	PDGFRB	Q9GZP0	P09619	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GIP	DPP4	P09681	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GIP	GIPR	P09681	P48546	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SCT	VIPR1	P09683	P32241	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SCT	SCTR	P09683	P47872	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CSF3	CSF3R	P09919	Q99062	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
C4A	C5AR2	P0C0L4	Q9P296	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPS	NPSR1	P0C0P6	Q6W5P4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SAA1	FPR2	P0DJI8	P25090	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APELA	APLNR	P0DMC3	P35414	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ENTPD1	ADORA3	P49961	P0DMS8	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
PYY	NPY1R	P10082	P25929	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PYY	DPP4	P10082	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PYY	NPY2R	P10082	P49146	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PYY	NPY4R	P10082	P50391	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PYY	NPY5R	P10082	Q15761	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CALCB	COMPLEX:RAMP1_CALCRL	P10092	COMPLEX:O60894_Q16602	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL8	CXCR1	P10145	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL8	CXCR2	P10145	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL8	ACKR1	P10145	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL3	IDE	P10147	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CCL3	CCR1	P10147	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL3	CCR3	P10147	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL3	CCR5	P10147	P51681	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AKR1D1	AR	P51857	P10275	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
HSD17B12	AR	Q53GQ0	P10275	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
HSD17B3	AR	P37058	P10275	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
SPP1	CD44	P10451	P16070	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SPP1	PTGER4	P10451	P35408	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SPP1	CCR8	P10451	P51685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TGFB3	TGFBR3	P10600	Q03167	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TGFB3	COMPLEX:TGFBR1_TGFBR2	P10600	COMPLEX:P36897_P37173	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TGFB3	COMPLEX:TGFBR2_ACVR1	P10600	COMPLEX:P37173_Q04771	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
KITLG	KIT	P21583	P10721	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CD28	CD80	P10747	P33681	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CD28	CD86	P10747	P42081	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
FGF6	FGFR1	P10767	P11362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF6	FGFR2	P10767	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF6	FGFR3	P10767	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:TG_DIO3	THRA	COMPLEX:P01266_P55073	P10827	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CLU	COMPLEX:TYROBP_TREM2	P10909	COMPLEX:O43914_Q9NZC2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IAPP	IDE	P10997	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FAM3C	LAMP1	Q92520	P11279	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF5	FGFR1	P12034	P11362	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF3	FGFR2	P11487	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF3	FGFR3	P11487	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF5	FGFR2	P12034	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF5	FGFR3	P12034	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PTHLH	PTH2R	P12272	P49190	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTHLH	PRLHR	P12272	P49683	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTHLH	PTH1R	P12272	Q03431	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL9	FCGR2A	Q07325	P12318	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP2	SMO	P12643	Q99835	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CDH1	KLRG1	P12830	Q96E93	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CCL4	SLC7A1	P13236	P30825	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4	CNR2	P13236	P34972	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4	CCR5	P13236	P51681	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4	CCR8	P13236	P51685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4	GPR152	P13236	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4	GPRC5D	P13236	Q9NZD1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL2	CCR2	P13500	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL2	CCR10	P13500	P46092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL2	ACKR1	P13500	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	CCR1	P13501	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	CCR3	P13501	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	CCR4	P13501	P51679	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	CCR5	P13501	P51681	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	ACKR1	P13501	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL5	ACKR4	P13501	Q9NPB9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BDNF	NCAM1	P23560	P13591	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GDNF	NCAM1	P39905	P13591	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
ICAM2	CD209	P13598	Q9NNX6	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
CEACAM1	CD209	P13688	Q9NNX6	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
SELL	SELPLG	P14151	Q14242	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
MIF	TNFRSF14	P14174	Q92956	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MIF	TNFRSF10D	P14174	Q9UBN6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD99	PILRA	P14209	Q9UKJ1	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
HGF	CD44	P14210	P16070	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	DRD2	P20711	P14416	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
CCL23	IDE	P55773	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TNFSF9	PVR	P41273	P15151	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TIGIT	PVR	Q495A1	P15151	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
NECTIN3	PVR	Q9NQS3	P15151	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
JAG1	CD46	P78504	P15529	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
VEGFA	FLT1	P15692	P17948	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VEGFA	EPHB2	P15692	P29323	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VEGFA	KDR	P15692	P35968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VEGFA	GRIN2B	P15692	Q13224	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD1D	LILRB2	P15813	Q8N423	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
NPPB	NPR1	P16860	P16066	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPC	NPR1	P23582	P16066	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SELE	CD44	P16581	P16070	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
SIGLEC15	CD44	Q6ZMC9	P16070	CellPhoneDB_v4	True	False	False	False	True	Sialic acid-binding Ig-like	na	True	False	False	False	False		na
SELP	SELPLG	P16109	Q14242	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
PDGFC	PDGFRA	Q9NRA1	P16234	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CD177	PECAM1	Q8N6Q3	P16284	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CTLA4	CD80	P16410	P33681	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CTLA4	CD86	P16410	P42081	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CSHL1	PRLR	Q14406	P16471	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:GPHB5_GPHA2	TSHR	COMPLEX:Q86YW7_Q96T91	P16473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
