source_genesymbol	target_genesymbol	source_uniprot	target_uniprot	source_db	source_transmembrane	source_peripheral	source_secreted	source_integrin	source_other	source_other_desc	source_Small_Molecule	target_transmembrane	target_peripheral	target_secreted	target_integrin	target_other	target_other_desc	target_Small_Molecule
NPW	NPBWR2	Q8N729	P48146	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPB	NPBWR2	Q8NG41	P48146	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA4	LEPR	Q96LR4	P48357	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
NMU	NMUR2	P48645	Q9GZQ4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NMU	NMUR1	P48645	Q9HB89	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTH2	PTH2R	Q96A98	P49190	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CX3CL1	CX3CR1	P78423	P49238	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
COPA	MTNR1B	P53621	P49286	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL20	CXCR3	P78556	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL9	CXCR3	Q07325	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL19	CXCR3	Q99731	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PRLH	PRLHR	P81277	P49683	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C10orf99	GPR15	Q6UWK7	P49685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR6	P20711	P50406	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
TNFSF10	RIPK1	P50591	Q13546	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF10	TNFRSF10D	P50591	Q9UBN6	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
INSL3	RXFP2	P51460	Q8WXD0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INSL3	RXFP1	P51460	Q9HBX9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL11	CCR3	P51671	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL11	ACKR4	P51671	Q9NPB9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL8	CCR3	P80075	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	CCR3	P80098	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL14	CCR3	Q16627	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL15	CCR3	Q16663	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL13	CCR3	Q99616	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL28	CCR3	Q9NRJ3	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL26	CCR3	Q9Y258	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL17	CCR4	Q92583	P51679	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL8	CCR5	P80075	P51681	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	CCR5	P80098	P51681	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL20	CCR6	P78556	P51684	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL18	CCR8	P55774	P51685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EFNA3	EPHA5	P52797	P54756	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA3	EPHA4	P52797	P54764	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA3	EPHA7	P52797	Q15375	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA4	EPHA5	P52798	P54756	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA4	EPHA4	P52798	P54764	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA4	EPHA7	P52798	Q15375	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA5	EPHA5	P52803	P54756	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA5	EPHA4	P52803	P54764	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA5	EPHA7	P52803	Q15375	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COPA	P2RY6	P53621	Q15077	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COPA	SORT1	P53621	Q99523	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EFNB1	EPHB3	P98172	P54753	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNB1	EPHB4	P98172	P54760	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNB1	EPHB1	P98172	P54762	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNB1	EPHA4	P98172	P54764	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
UCN	CRHR2	P55089	Q13324	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBC	ACVR2B	P55103	Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT3A	LRP1	P56704	Q07954	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT4	SMO	P56705	Q99835	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NRG3	ERBB4	P56975	Q15303	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
INHBE	ACVR2B	P58166	Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROK1	PROKR2	P58294	Q8NFJ6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROK1	PROKR1	P58294	Q8TCW9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BST2	LILRA4	Q10589	P59901	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
TGFB2	TGFBR3	P61812	Q03167	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TGFB2	COMPLEX:TGFBR1_TGFBR2	P61812	COMPLEX:P36897_P37173	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TGFB2	COMPLEX:TGFBR2_ACVR1	P61812	COMPLEX:P37173_Q04771	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	CXADR	Q92520	P78310	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
JAG1	NOTCH2	P78504	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	NOTCH4	P78504	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	NOTCH3	P78504	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
RELN	VLDLR	P78509	P98155	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RELN	LRP8	P78509	Q14114	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CCL8	ACKR1	P80075	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	ACKR1	P80098	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LCN2	SLC22A17	P80188	Q8WUG5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DLK1	NOTCH2	P80370	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLK1	NOTCH4	P80370	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLK1	NOTCH3	P80370	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
QRFP	QRFPR	P83859	Q96P65	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFD	COMPLEX:PDGFRB_PDGFRA	Q9GZP0	COMPLEX:P09619_P16234	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SHH	COMPLEX:BOC_PTCH2	Q15465	COMPLEX:Q9BWV1_Q9Y6C5	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
SHH	COMPLEX:CDON_PTCH2	Q15465	COMPLEX:Q4KMG0_Q9Y6C5	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
SHH	COMPLEX:GAS1_PTCH2	Q15465	COMPLEX:P54826_Q9Y6C5	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
IHH	COMPLEX:PTCH1_BOC	Q14623	COMPLEX:Q13635_Q9BWV1	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
SHH	COMPLEX:PTCH1_BOC	Q15465	COMPLEX:Q13635_Q9BWV1	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
IHH	COMPLEX:PTCH1_CDON	Q14623	COMPLEX:Q13635_Q4KMG0	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
SHH	COMPLEX:PTCH1_CDON	Q15465	COMPLEX:Q13635_Q4KMG0	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
IHH	COMPLEX:GAS1_PTCH1	Q14623	COMPLEX:P54826_Q13635	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
SHH	COMPLEX:GAS1_PTCH1	Q15465	COMPLEX:P54826_Q13635	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
SEMA6D	COMPLEX:KDR_PLXNA1	Q8NFY4	COMPLEX:P35968_Q9UIW2	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
SEMA6D	COMPLEX:TYROBP_TREM2_PLXNA1	Q8NFY4	COMPLEX:O43914_Q9NZC2_Q9UIW2	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
SEMA3A	COMPLEX:NRP1_PLXNA1	Q14563	COMPLEX:O14786_Q9UIW2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA3A	COMPLEX:NRP1_PLXNA2	Q14563	COMPLEX:O14786_O75051	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA6A	COMPLEX:NRP1_PLXNA2	Q9H2E6	COMPLEX:O14786_O75051	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
SEMA3A	COMPLEX:NRP1_PLXNA3	Q14563	COMPLEX:O14786_P51805	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA3A	COMPLEX:NRP1_PLXNA4	Q14563	COMPLEX:O14786_Q9HCM2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
AKR1C3	PTGDR	P42330	Q13258	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
AKR1C3	PTGDR2	P42330	Q9Y5Y4	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
TNFSF13B	TNFRSF17	Q9Y275	Q02223	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB4_ITGA6	NRG1	COMPLEX:P16144_P23229	Q02297	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
GHRL	GHRHR	Q9UBU3	Q02643	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ANGPT1	TEK	Q15389	Q02763	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
ANGPT4	TEK	Q9Y264	Q02763	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TAFA4	TGFBR3	Q96LR4	Q03167	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:ITGB1_ITGA4	PLAUR	COMPLEX:P05556_P13612	Q03405	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
COMPLEX:ITGB3_ITGAV	PLAUR	COMPLEX:P05106_P06756	Q03405	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
PTH2	PTH1R	Q96A98	Q03431	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CNTN1	NOTCH2	Q12860	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
IL24	NOTCH2	Q13007	Q04721	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DLL4	NOTCH2	Q9NR61	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLL3	NOTCH2	Q9NYJ7	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH2	Q9Y219	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
GAS6	TYRO3	Q14393	Q06418	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ERFE	LRP1	Q4G0M1	Q07954	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SIRPG	CD47	Q9P1W8	Q08722	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
GAS6	MERTK	Q14393	Q12866	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL16	GRIN2A	Q14005	Q12879	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL24	ESR2	Q13007	Q92731	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
IL16	GRIN2B	Q14005	Q13224	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
UCN3	CRHR2	Q969E3	Q13324	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
UCN2	CRHR2	Q96RP3	Q13324	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SEMA5A	PLXNB3	Q13591	Q9ULL4	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR4	P20711	Q13639	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
IL16	GRIN2C	Q14005	Q14957	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	PDCD1	Q92520	Q15116	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CADM3	NECTIN1	Q8N126	Q15223	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
NECTIN3	NECTIN1	Q9NQS3	Q15223	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
NRG4	ERBB4	Q8WWG1	Q15303	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
KISS1	KISS1R	Q15726	Q969F8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ENHO	GPR19	Q6UWT2	Q15760	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADIPOQ	PROKR2	Q15848	Q8NFJ6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADIPOQ	CD200R1	Q15848	Q8TD46	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
ADIPOQ	GPR152	Q15848	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADIPOQ	CLEC2D	Q15848	Q9UHP7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL17	ACKR1	Q92583	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN4	NTRK2	Q9HB63	Q16620	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO4	LGR4	Q2I0M5	Q9BXB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO4	LGR6	Q2I0M5	Q9HBX8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO1	LGR4	Q2MKA7	Q9BXB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO1	LGR6	Q2MKA7	Q9HBX8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TIGIT	NECTIN2	Q495A1	Q92692	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
NMS	NMUR2	Q5H8A3	Q9GZQ4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NMS	NMUR1	Q5H8A3	Q9HB89	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD276	TREML2	Q5ZPR3	Q5T2D2	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
ARTN	COMPLEX:RET_GFRA1	Q5T4W7	COMPLEX:P07949_P56159	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ARTN	COMPLEX:GFRA3_RET	Q5T4W7	COMPLEX:O60609_P07949	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL1	IGFLR1	Q6UW32	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C10orf99	SUSD2	Q6UWK7	Q9UGT4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL2	IGFLR1	Q6UWQ7	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL3	IGFLR1	Q6UXB1	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL17	GPR35	Q6UXB2	Q9HC97	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF15	GFRAL	Q99988	Q6UXV0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO2	LGR4	Q6UXX9	Q9BXB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO2	LGR6	Q6UXX9	Q9HBX8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN4	UNC5D	Q9HB63	Q6UXZ4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR3D	P20711	Q70Z44	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
UTS2B	UTS2R	Q765I0	Q9UKP6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADM2	COMPLEX:RAMP2_CALCRL	Q7Z4H4	COMPLEX:O60895_Q16602	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADM2	COMPLEX:RAMP3_CALCRL_GPER1	Q7Z4H4	COMPLEX:O60896_Q16602_Q99527	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNE	ADGRV1	Q86WN2	Q8WXG9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNE	COMPLEX:IFNAR1_IFNAR2	Q86WN2	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNL1	COMPLEX:IL10RB_IFNLR1	Q8IU54	COMPLEX:Q08334_Q8IU57	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	ADGRG5	Q92520	Q8IZF4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNL3	COMPLEX:IL10RB_IFNLR1	Q8IZI9	COMPLEX:Q08334_Q8IU57	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNL2	COMPLEX:IL10RB_IFNLR1	Q8IZJ0	COMPLEX:Q08334_Q8IU57	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN4	UNC5B	Q9HB63	Q8IZJ1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROK2	PROKR2	Q9HC23	Q8NFJ6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4L2	GPR152	Q8NHW4	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4L2	GPR101	Q8NHW4	Q96P66	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4L2	VSIR	Q8NHW4	Q9H7M9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PROK2	PROKR1	Q9HC23	Q8TCW9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN3	RXFP4	Q8WXF3	Q8TDU9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INSL5	RXFP4	Q9Y5Q6	Q8TDU9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR3C	P20711	Q8WXA8	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
RLN3	RXFP2	Q8WXF3	Q8WXD0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN3	RXFP1	Q8WXF3	Q9HBX9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RLN3	RXFP3	Q8WXF3	Q9NSD7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	CLEC2D	Q92520	Q9UHP7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA4	SORL1	Q96LR4	Q92673	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
NECTIN3	NECTIN2	Q9NQS3	Q92692	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
TAFA4	PTPRU	Q96LR4	Q92729	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CLCF1	ESR2	Q9UBD9	Q92731	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
ALDH1A1	RORB	P00352	Q92753	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A2	RORB	O94788	Q92753	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A3	RORB	P47895	Q92753	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
EDA	EDA2R	Q92838	Q9HAV5	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EDA	EDAR	Q92838	Q9UNE0	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
LEAP2	GHSR	Q969E1	Q92847	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRL	GHSR	Q9UBU3	Q92847	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TSLP	COMPLEX:IL7R_CRLF2	Q969D9	COMPLEX:P16871_Q9HC73	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TAFA4	MRC2	Q96LR4	Q9UBG0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NELL2	ROBO3	Q99435	Q96MS0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SCGB3A1	MARCO	Q96QR1	Q9UEW3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SCGB3A1	NOTCH3	Q96QR1	Q9UM47	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF13B	TNFRSF13C	Q9Y275	Q96RJ3	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
DLL4	NOTCH4	Q9NR61	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLL3	NOTCH4	Q9NYJ7	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH4	Q9Y219	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CCL19	ACKR4	Q99731	Q9NPB9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NRTN	COMPLEX:GFRA2_RET	Q99748	COMPLEX:O00451_P07949	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RARRES2	CMKLR1	Q99969	Q99788	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO3	LGR4	Q9BXY4	Q9BXB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO3	LGR6	Q9BXY4	Q9HBX8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRL	ACE2	Q9UBU3	Q9BYF1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
NPVF	NPFFR1	Q9HCQ7	Q9GZQ6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SEMA4A	PLXND1	Q9H3S1	Q9Y4D7	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLL4	NOTCH3	Q9NR61	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
INSL5	RXFP3	Q9Y5Q6	Q9NSD7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DLL3	NOTCH3	Q9NYJ7	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
IL37	IL1RAPL1	Q9NZH6	Q9NZN1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNK	COMPLEX:IFNAR1_IFNAR2	Q9P0W0	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
JAG2	NOTCH3	Q9Y219	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
TNFSF18	TNFRSF18	Q9UNG2	Q9Y5U5	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:ITGB2_ITGAL	F11R	COMPLEX:P05107_P20701	Q9Y624	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
ALDH1A1	COMPLEX:RARA_CRABP2	P00352	COMPLEX:P10276_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A2	COMPLEX:RARA_CRABP2	O94788	COMPLEX:P10276_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A3	COMPLEX:RARA_CRABP2	P47895	COMPLEX:P10276_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A1	COMPLEX:RARA_RXRA_CRABP2	P00352	COMPLEX:P10276_P19793_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A2	COMPLEX:RARA_RXRA_CRABP2	O94788	COMPLEX:P10276_P19793_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A3	COMPLEX:RARA_RXRA_CRABP2	P47895	COMPLEX:P10276_P19793_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A1	COMPLEX:RARB_CRABP2	P00352	COMPLEX:P10826_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A2	COMPLEX:RARB_CRABP2	O94788	COMPLEX:P10826_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
ALDH1A3	COMPLEX:RARB_CRABP2	P47895	COMPLEX:P10826_P29373	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
